entity_id,entity_name,entity_type,priority,issue_type,issue,missing_fields,candidate_source_urls,status,notes
char:twitch,Twitch,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/twitch/|https://wiki.leagueoflegends.com/en-us/Universe%3ATwitch,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:udyr,Udyr,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/udyr/|https://wiki.leagueoflegends.com/en-us/Universe%3AUdyr,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:urgot,Urgot,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/urgot/|https://wiki.leagueoflegends.com/en-us/Universe%3AUrgot,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:varus,Varus,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/varus/|https://wiki.leagueoflegends.com/en-us/Universe%3AVarus,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:vayne,Vayne,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/vayne/|https://wiki.leagueoflegends.com/en-us/Universe%3AVayne,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:veigar,Veigar,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/veigar/|https://wiki.leagueoflegends.com/en-us/Universe%3AVeigar,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:vel-koz,Vel'Koz,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/vel-koz/|https://wiki.leagueoflegends.com/en-us/Universe%3AVel'Koz,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:vex,Vex,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/vex/|https://wiki.leagueoflegends.com/en-us/Universe%3AVex,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:vi,Vi,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/vi/|https://wiki.leagueoflegends.com/en-us/Universe%3AVi,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:viego,Viego,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/viego/|https://wiki.leagueoflegends.com/en-us/Universe%3AViego,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:viktor,Viktor,CHAMPION,HIGH,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/viktor/|https://wiki.leagueoflegends.com/en-us/Universe%3AViktor,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:vladimir,Vladimir,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/vladimir/|https://wiki.leagueoflegends.com/en-us/Universe%3AVladimir,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:volibear,Volibear,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/volibear/|https://wiki.leagueoflegends.com/en-us/Universe%3AVolibear,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:warwick,Warwick,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/warwick/|https://wiki.leagueoflegends.com/en-us/Universe%3AWarwick,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:wukong,Wukong,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/wukong/|https://wiki.leagueoflegends.com/en-us/Universe%3AWukong,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:xayah,Xayah,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/xayah/|https://wiki.leagueoflegends.com/en-us/Universe%3AXayah,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:xerath,Xerath,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/xerath/|https://wiki.leagueoflegends.com/en-us/Universe%3AXerath,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:xin-zhao,Xin Zhao,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/xin-zhao/|https://wiki.leagueoflegends.com/en-us/Universe%3AXin_Zhao,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:yasuo,Yasuo,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/yasuo/|https://wiki.leagueoflegends.com/en-us/Universe%3AYasuo,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:yone,Yone,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/yone/|https://wiki.leagueoflegends.com/en-us/Universe%3AYone,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:yorick,Yorick,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/yorick/|https://wiki.leagueoflegends.com/en-us/Universe%3AYorick,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:yunara,Yunara,CHAMPION,HIGH,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/yunara/|https://wiki.leagueoflegends.com/en-us/Universe%3AYunara,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:yuumi,Yuumi,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/yuumi/|https://wiki.leagueoflegends.com/en-us/Universe%3AYuumi,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:zaahen,Zaahen,CHAMPION,HIGH,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/zaahen/|https://wiki.leagueoflegends.com/en-us/Universe%3AZaahen,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:zac,Zac,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/zac/|https://wiki.leagueoflegends.com/en-us/Universe%3AZac,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:zed,Zed,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/zed/|https://wiki.leagueoflegends.com/en-us/Universe%3AZed,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:zeri,Zeri,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/zeri/|https://wiki.leagueoflegends.com/en-us/Universe%3AZeri,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:ziggs,Ziggs,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/ziggs/|https://wiki.leagueoflegends.com/en-us/Universe%3AZiggs,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:zilean,Zilean,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/zilean/|https://wiki.leagueoflegends.com/en-us/Universe%3AZilean,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:zoe,Zoe,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/zoe/|https://wiki.leagueoflegends.com/en-us/Universe%3AZoe,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:zyra,Zyra,CHAMPION,MEDIUM,PROFILE_ENRICHMENT,Upgrade from indexed profile to source-backed lore-complete profile.,official_title|narrative_roles|species|status|aliases|full_original_summary|timeline|events|relationships|primary_sources,https://www.leagueoflegends.com/en-us/champions/zyra/|https://wiki.leagueoflegends.com/en-us/Universe%3AZyra,OPEN,Do not copy long source text. Extract facts and write original concise synthesis.
char:ambessa,Ambessa,CHAMPION,P0,TARGETED_CANON_QA,"Remove fallback metadata; verify release date, narrative roles, full bio, Mel/Noxus/Black Rose continuity.",,https://www.leagueoflegends.com/en-us/champions/ambessa/|https://wiki.leagueoflegends.com/en-us/Universe%3AAmbessa,OPEN,Resolve before broad public launch.
char:yunara,Yunara,CHAMPION,P0,TARGETED_CANON_QA,"Verify spirit-realm chronology, Kinkou relationship, Aion Er'na artifact, timeline and direct relationships.",,https://www.leagueoflegends.com/en-us/champions/yunara/|https://wiki.leagueoflegends.com/en-us/Universe%3AYunara,OPEN,Resolve before broad public launch.
char:zaahen,Zaahen,CHAMPION,P0,TARGETED_CANON_QA,"Deep audit current Darkin history, glaive imprisonment, relationships to other Darkin and current canon.",,https://www.leagueoflegends.com/en-us/champions/zaahen/|https://wiki.leagueoflegends.com/en-us/Universe%3AZaahen,OPEN,Resolve before broad public launch.
char:locke,Locke,CHAMPION,P0,TARGETED_CANON_QA,"Deep audit Demacian occultist background, demon/exorcist relationships, current media/cinematic.",,https://www.leagueoflegends.com/en-us/champions/locke/|https://wiki.leagueoflegends.com/en-us/Universe%3ALocke,OPEN,Resolve before broad public launch.
char:viktor,Viktor,CHAMPION,P0,TARGETED_CANON_QA,Reconcile current Herald of the Arcane material with legacy lore.,,https://www.leagueoflegends.com/en-us/champions/viktor/|https://wiki.leagueoflegends.com/en-us/Universe%3AViktor,OPEN,Resolve before broad public launch.
char:pantheon,Pantheon,CHAMPION,P0,TARGETED_CANON_QA,Separate Atreus from the ancient Aspect of War entity.,,https://www.leagueoflegends.com/en-us/champions/pantheon/|https://wiki.leagueoflegends.com/en-us/Universe%3APantheon,OPEN,Resolve before broad public launch.
char:kai-sa,Kai'Sa,CHAMPION,P0,TARGETED_CANON_QA,Ensure no ancient Void War participation; distinguish modern Void survivor from ancient events.,,https://www.leagueoflegends.com/en-us/champions/kai-sa/|https://wiki.leagueoflegends.com/en-us/Universe%3AKai'Sa,OPEN,Resolve before broad public launch.
